id,entid,CaseType,EMPNUM,WOMEMPNUM,BUSST,islatest,profit_loss,revenue,sales_cost,sales_tax,sales_expense,G_expense,finance_expense,asset_devaluation_losses,fair_value_change,investment_income,operation_profit,non_operating_income,non_operating_expense,total_profit,assets,assets_re,payrol_expense,main_business_income,main_business_cost,other_business_income,other_operating_cost,retained_profits,income_tax_adjuste,incometax_actual,ENTTYPE,INDUSTRYPHY,REGCAPCUR,RECCAP,PARFORM,Unnamed: 0_y,NAME,industry_tax,registertype,economic_type,incometax_rate,collection_type,avg_EMPNUM,std_EMPNUM
15,663498072,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,500,0,0,1,0,0,0,0,0,0,0
1749,292800787,4,4.666666667,4.666666667,1,1,-0.072768214,-0.344746346,0.194992185,0.210468728,0.57133985,-1.129624591,0.435609757,-1.082825271,1.179187288,0.227400736,0.760636663,0.230465295,0.004326754,0.32876417,11167219.81,8167519.818,0.514542158,-1.22624821,-0.483031179,-0.54194265,0.062308958,-1.03467288,0,0.858683538,3,4,1,1500,0,9230,6,2,8,20,0.25,0,3.5,3
216,790901023,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,833,0,0,0,0,0,0,0,0
1938,898832183,4,0,0,1,1,1.542166681,0.005149599,-1.275118832,1.110080521,-3.055806771,4592.934883,-0.125943199,0.03261712,1.927457296,0.121712098,-4592.855758,-0.922461764,-1.640410478,-4593.631825,9925700.051,9925700.088,-0.387962204,-0.084922022,-0.08405,0.281567215,1.252948774,-0.270128151,-6890.571972,-0.493838335,3,10,1,1500,1,10414,2,2,8,67,0.25,0,3,0
1648,890470807,4,0,0,1,1,0.713316138,-0.066073709,-1.01147183,-0.489541742,-1.125143914,-0.149848823,0.100625753,0.173788021,1.351121072,-1.633286077,0.57904662,-0.362874179,0.227407056,-0.300045152,499.8748047,500.1167482,0.410339943,0.714834462,-0.592000186,0.320178277,1.067220201,-0.788181401,0,-0.584093887,44,9,1,49701,0,6417,0,0,18,238,0,2,10,0
1183,171400255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,1,0,0,10519,0,0,0,0,0,0,0,0
1392,972603126,4,9,0,1,1,-0.349902317,0.172630493,0.550222289,1.117382262,0.662910736,-1.189266574,0.591536412,-0.6540967,-0.537136163,1.580283784,0.73886923,1.678163214,-0.072327395,0.169813196,149.8054081,150.4679469,-1.008432508,0.799536635,-0.067842496,-0.201632331,2.411179452,-0.113860021,0,-0.171825448,5,11,1,0,0,0,1,2,8,23,0.25,0,2,0
1322,980472682,4,0,0,0,1,-1.202612826,-0.218407844,0.834891756,-0.530737458,-0.286827827,-0.441499916,0.596541269,-0.293551634,1.253542924,-0.704343244,1.526492084,0.042651293,2.440405997,0.407010774,-0.143110588,-0.707971212,-1.448052792,-0.26117575,1.937719994,0.437390468,0.818417373,-1.781879959,0,-0.854854833,17,9,0,0,0,0,0,0,8,182,0,2,1,0
865,784543149,4,0,0,1,1,0.146875065,0,0,0,0,18863.96547,-15529.36179,0,0,0,-3335.318936,0,0,-3333.998439,9996659.207,9996660.829,0,0,0,0,0,0,-3334.837619,0,7,11,1,1000,0,5045,4,2,8,53,0.25,1,0,0
517,398431409,4,0,0,0,1,-0.525031802,-0.713118895,2.865280184,-0.610886115,0.58558344,-0.138335911,0.821993329,-0.479204916,-0.365775232,2.013810924,-0.486843783,1.190170351,0.451909234,-0.405870908,0.192059582,0.13659857,0.283337813,0.530884035,2.508958097,-0.693020177,0.941216116,1.248718896,0,0.611208344,3,5,1,3,0,2497,1,2,19,27,0.25,1,5,0
598,332785190,4,24.5,15.5,1,1,0.743798941,-0.08081226,-0.023440915,0.501242812,0.658628443,-0.914878541,1.043602541,-0.050713195,1.394462949,1.952997144,0.552051803,-0.668061634,1.894537233,-0.921129501,50000.58674,50002.50963,-0.337722566,-0.554631599,0.471929954,0.487262556,0.411615017,-0.041099391,0,-0.384905167,3,11,1,0,0,3040,1,2,8,23,0.25,0,26,33.9411255
196,575004686,4,7.6,5,1,1,-0.103756401,607.2508603,0.42439198,-0.051919489,0.446901109,1733.241883,0.068556127,0.633543212,-0.53604451,-0.377556411,-1733.660021,0.599073583,-0.457409624,-1733.509653,309999.5649,309999.0132,-0.783972164,0.364416767,-0.400648914,-0.01092801,-0.052211866,-1734.762206,0,6.438765501,3,11,1,100,0,0,0,2,8,76,0.25,1,2.666666667,0.577350269
289,1113909111,4,0,0,1,1,-0.466344637,-0.226911799,0.019756552,0.134119569,-0.773995503,4000.202113,0.775897521,-0.00085526,0.610700085,0.0916503,-3999.93971,0.516928379,0.816226559,-4000.804699,33333.2296,33333.50306,4001.222367,-0.41729666,-0.142557657,0.382676656,-0.352399845,0.473503366,0,0.473552842,3,11,1,3,0,916,0,2,8,55,0.25,0,8,0
951,1127446955,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,1,0,0,0,0,0,0,0
1547,1120577622,4,18.5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,0,0,0,6511,1,0,0,0,0,0,0,0
1804,830536275,4,0,0,0,1,-1.912127534,-0.019499709,0.089833542,0.79742545,0.288085399,0.829420485,0.353186852,0.79673803,1.746885712,-2.107864541,-0.561308759,-0.864903268,-1.368516716,-0.948724915,-1.142501876,0.214576306,1.243663498,-0.483122461,-0.712625624,1.381736237,0.096992482,2.121609207,0,0.908048929,3,10,1,0,1,9273,0,0,8,222,0,2,3,0
1121,1228655698,4,7.833333333,4,1,1,-0.097692621,0.241422191,-0.00144845,-0.31485475,0.599016037,-0.615933271,0.369469508,-0.039860881,0.101662493,-0.644686863,-0.211471811,0.140372151,-0.905257508,-0.482895077,68333.20767,68333.82381,0.488414254,-0.100403827,-0.444745108,-0.311182925,-0.342376112,0.020569502,0,-0.243897608,7,11,1,20,0,4704,0,0,8,210,0.25,2,2,0
550,1202136378,4,0,0,0,1,0.347277417,-0.960420646,-0.222500102,0.846482705,-0.96461911,0.69321088,0.313631559,1.229091896,0.206824118,-1.231446746,-1.184294283,-0.52595372,0.848512517,-1.11529162,-0.622268346,0.11841254,0.308881871,1.63781485,0.51972293,-0.797447748,-0.361854033,-0.830288453,0,1.061309392,17,9,1,0,0,0,0,0,8,222,0.25,2,2,1.414213562
157,1104165650,4,8,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,11423,0,0,0,0,0,0,0,0
420,530342741,4,6.666666667,2,1,1,-1.268089866,0,0,0,0,0,0,0,0,0,0,0,0,0,49.57800652,50.78407177,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,2,19,55,0.25,0,0,0
923,836910852,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,0,0,0,1,0,0,0,0,0,0,0
478,142676695,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,600,0,3022,2,0,0,0,0,0,0,0
1390,472401174,4,5.2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,1,0,0,1771,0,0,0,0,0,0,0,0
554,540725588,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,10,0,0,1,0,0,0,0,0,0,0
1203,36205817,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,0,0,0,0,0,0,0,0,0,0,0,0
391,310206872,4,0,0,1,1,0.305428566,-0.809131739,-0.186335135,0.032510299,0.092766211,-0.52659346,0.970647997,-1.137004565,0.82870293,-0.717297622,0.150943796,1.241582514,1.533082535,-0.584154967,-1.18269425,-0.579108391,-0.08469481,-0.136142849,2.606796774,-1.01523815,-1.25547903,0.655966975,0,-1.146961158,30,9,0,0,0,4395,2,0,27,168,0,2,2,0
579,426526636,4,12,10.33333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,1,0,0,4805,1,0,0,0,0,0,0,0
2146,448795585,4,0,0,1,1,0.210801166,0.065885729,0.350721721,0.369641104,-0.194312384,4798.529278,1.006512436,1.290235892,0.041685883,0.65533731,-4801.017393,-1.430000645,-1.559330611,-4800.512392,234735.9469,234735.0765,0.227550074,-0.546472491,-1.840687135,-1.607775426,0.876773609,1.550348334,-9601.250176,0.187568057,3,11,1,50,0,9661,4,0,8,51,0.25,0,3,0
1668,550611596,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2000,0,0,2,0,0,0,0,0,0,0
2104,570077886,4,0,0,0,1,-1.230099615,0.143726618,2.027336595,-0.507611664,0.462130612,0.375511772,-0.938214728,0.317459471,1.303615439,-1.986722189,-0.206961858,-1.181652331,-0.497064732,1.147007943,-1.981014672,-0.259841242,0.212104831,-0.501924907,0.572121423,-2.547555111,0.308000245,-0.537287484,0,-1.825218141,15,9,1,0,1,0,1,0,8,211,0,2,3,0
821,377494505,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0
2220,1184343220,4,2,0,1,1,-1.444965788,0.901828559,-1.046699653,1.181811487,-1.215168606,-1.784650107,-0.383703786,0.568453198,-0.722608851,-1.022274408,1.680772485,-0.32833099,0.121858682,-0.76910956,-0.507882947,-0.870513955,-0.841686848,1.27512994,-0.6905823,-0.104007413,-0.07566436,-0.215901431,0,1.689354644,3,10,1,5000,0,10408,3,0,8,192,0,2,3,0
1007,1161569194,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,1,0,0,0,0,0,0,0,0,0,0,0
1249,423047566,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,1,0,0,0,0,0,0,0,0,0,0,0
1995,588613815,4,9.2,2.333333333,1,1,1.028025778,-1.792389296,1.073084684,0.245844836,-0.682072204,1239.192913,0.639134877,-0.023126127,-0.028396997,0.888935068,-1240.005501,-0.034802958,0.218908577,-1239.94208,12504550.23,12504550.47,-0.197841726,1.01543947,-1.047679928,-0.541199891,-0.10660999,-666.8271879,-2099.740997,1.298675868,3,9,1,5000,0,10033,2,2,8,53,0.25,0,3,0
665,842321361,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,10,0,2094,1,0,0,0,0,0,0,0
2127,840403226,4,11.25,6.666666667,1,1,-0.287976564,0.418534715,-0.217724574,0.226192637,0.252659287,299287.1585,333.9666837,-0.022402849,0.458507116,-0.416034465,-299620.2959,-0.120869076,0.225897046,-299953.1779,933.7342833,933.5057737,85490.17955,-0.667597421,-0.016851861,0.107080437,-0.51480088,-299953.5124,0,0.9690861,3,4,1,0,1,0,2,0,8,238,0.25,2,15,0
143,136649949,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,0,0,3108,2,0,0,0,0,0,0,0
1986,1170654823,4,7.5,0,1,1,-0.015465723,0.166682957,0.435656604,0.587536759,0.114619541,37351.06134,423.5592137,-0.500298841,0.432609749,0.507316427,-37774.79112,0.2377666,1.953286211,-37777.93598,7208212.794,7208212.47,18000.31939,-0.450943455,0.272357678,-0.234650388,0.072940075,-12000.32171,-62752.44574,-0.581504559,3,10,1,1000,0,8793,2,2,8,26,0.25,0,2.333333333,1.154700538
1548,337018970,4,6.5,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,1,800,0,6275,1,0,0,0,0,0,0,0
422,997431433,4,0,0,0,1,1.130614393,-1.245584454,-0.032106789,0.225639112,1.746315736,-0.141793515,1.485053084,-1.33855296,-0.353281742,0.783789369,-0.727303898,-0.104751416,-1.171325939,-1.830227881,-0.125353704,-0.30290992,1.2665201,-0.075920744,-1.316017364,1.615530641,0.358219832,0.149443069,0,0.056064642,17,11,0,0,0,0,1,0,8,206,0,2,2,0
800,944659388,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,2000,0,1245,1,0,0,0,0,0,0,0
616,218369705,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,1,0,0,0,0,0,0,0,0,0,0,0
296,605679896,4,0,0,0,1,0.564035162,-1.909013793,0.118923269,-0.932254077,1.010192253,0.643216024,1.59716646,1.090526837,-0.060432762,0.204602985,-1.210837611,-0.287580392,-0.365077091,0.604089924,-2.079806431,0.220548984,-0.232098089,-1.788148851,-1.053022789,2.238839436,1.403868681,-0.269091623,0,-1.435568542,3,11,1,800,0,0,1,0,8,169,0,2,1,0
402,52854757,4,16.33333333,11,1,1,0.591057031,0.624157139,0.022074345,0.062013821,-0.894966723,1.093872759,-2.222324376,-0.580536092,0.104432273,0.421048842,0.148966866,-0.581462823,0.114523254,1.157679239,0.49373109,0.316377471,-0.892505662,-0.924107171,-0.240031475,0.20767595,1.466716627,1.194922692,0,-0.278125781,28,9,1,0,0,3311,2,2,8,36,0.25,0,16,3.464101615
89,506589439,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,1,1.7,0,0,1,0,0,0,0,0,0,0
1738,187043215,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
2282,705310922,2,0,0,0,1,0.703336744,1376846.551,20446201.2,10101.25366,17126999.6,-0.433207886,-97907.51699,-0.675388345,-1.17305445,-0.181859729,-23613433.66,471250.3103,-1.398889801,-23299267.01,32920133.64,13010813.24,31324.08637,1.660884883,-0.189004696,-0.124338449,-1.033224026,0.198752621,-34948899.67,-2.122749433,3,11,1,10000,0,5436,1,2,19,48,0.25,0,7,1.414213562
132,846278181,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,1,0,0,0,1,0,0,0,0,0,0,0
2111,575759785,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,2,0,0,0,0,0,0,0
1406,245749480,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,1,0,0,0,0,0,0,0
1879,642702743,4,0,0,1,1,0.074494249,1122510.663,1004657.195,4042.264998,-1.274700823,109994.9102,135.0440062,-0.648368944,-0.556188843,-1.859460819,3684.333765,0.524355765,-2.243950017,3684.042968,10333432.62,10333433.7,90442.81752,-1.027042543,-0.044234706,-1.306193785,-0.725617822,-0.035812177,7367.630293,920.587371,3,11,1,1500,0,10085,3,2,8,49,0.25,0,1.5,0.707106781
1964,57403793,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,1,0,1,0,1,0,0,0,0,0,0,0
2095,83635094,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,100,0,10456,11,0,0,0,0,0,0,0
725,187884675,4,5.25,4.5,1,1,0.804561829,-0.687972479,-0.419598483,-0.705134866,0.623650655,9.028227215,-0.551618128,-1.444875514,-0.355764522,0.364767586,-8.617723445,0.844290856,-0.103508272,-8.745909863,2499.378762,2500.608387,1.242924,1.955533493,-1.121577568,-0.198087849,-0.190093417,-0.420949329,-34.53981811,-1.622418924,5,11,1,0,0,4797,0,2,19,55,0.25,0,1.75,0.5
1495,688774607,4,0,0,0,1,0.907512297,1.853133876,0.276335244,0.479806993,0.616377378,0.922249559,0.664493922,-0.061312304,0.512123923,-0.118344006,0.964282092,-0.765021374,1.931103861,3.039996266,-0.894339413,1.235816875,0.55835266,-0.363504721,-0.576862881,1.260597628,-0.022262015,-0.379755967,0,1.852980507,3,11,1,0,0,0,0,0,8,211,0,2,20,0
270,955997658,4,6.8,8,1,1,-1.228314854,8290.086252,-0.093565862,0.474945484,-0.342991019,139410.5342,932.9580101,-0.596841314,-0.785440617,0.392733542,-132054.274,230.3794602,-0.96886424,-131826.6366,95599.60208,95600.26297,-0.415864046,8290.574467,-0.005750663,0.078032596,0.867615614,-131826.9784,0,-0.260270825,5,11,1,0,0,1006,0,0,19,211,0.25,2,4.333333333,4.041451884
1507,1179998601,4,0,0,1,1,0.390672148,623024.4047,0.47949608,0.494663337,5471150.86,91446.69452,944.4685396,-0.388557027,-0.168114965,-0.941943839,-3085993.982,550.4349379,0.443794373,-3085627.505,1937119.629,9459256.642,-2.237339336,0.13689875,-1.799700545,-1.288790997,1.069948387,0.588263067,-4447719.19,-0.815581497,3,11,1,490,0,2539,1,2,8,55,0.25,0,10,9.899494937
1779,1231570966,4,4,6.5,1,1,-0.332066685,0.153331495,-1.083178676,-0.101745639,0.288796004,0.08839968,0.275794863,0.335232846,-0.822421135,0.405123078,-0.952002142,-0.358584462,-0.776757061,0.214310448,500000.3635,499998.8162,1.009013397,0.457788754,-1.040808559,-2.070977695,-0.127376076,0.348643057,0,-0.321385643,3,11,1,0,1,10272,1,0,8,211,0.25,2,1.5,0.707106781
918,708132120,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
1926,965774343,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,1,0,1,9423,2,0,0,0,0,0,0,0
1725,888085653,4,7.8,5.5,1,1,1.273485271,194229.5041,220104.2528,-0.184954461,0.336783096,59781.16966,635.7662717,0.80800116,-0.289623124,0.178055286,1877.108653,242.3426073,-0.322478784,2120.829715,253704.7152,253704.8771,-0.632315794,243715.6856,220102.0544,-0.564699484,-0.362412718,1886.332484,1379.056735,91.59044901,3,11,1,100,0,7837,0,2,19,55,0.25,0,8.333333333,2.886751346
1862,1030698450,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,1,0,0,0,1,0,0,0,0,0,0,0
376,790459290,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,1,0,0,0,0,0,0,0,0,0,0,0
334,959410697,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
1941,1189475449,4,4,6.333333333,1,1,0.700668022,0.554169378,-0.198290621,0.943852416,-0.04139286,259.8898449,1.375339162,0.036579595,0.086083125,-0.383016023,-260.0673008,-0.299291788,-0.016733889,-258.8961896,50.13471831,49.8949162,0.333669796,-0.640566602,-0.507302766,0.209848073,0.633869862,-259.8603866,0,0.978399572,3,11,1,0,0,8619,2,0,8,158,0.25,2,0.5,0.707106781
2179,421635817,4,15,2,1,1,0.312645384,49667.08418,4665.949517,332.9360915,-0.512963986,530666.612,333.0346668,0.035290421,-0.316614005,-0.71569591,-486333.5068,6667.030926,-0.228903865,-479665.692,3533300.149,3533750.816,129000.6146,49666.64312,4666.59624,0.543256308,-0.576761749,-479666.8727,0,-0.183870026,3,11,1,0,0,9580,2,2,8,55,0.25,0,6.75,3.947573094
1119,1003598251,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0
911,720945377,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,4688,1,0,0,0,0,0,0,0
777,379616714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,3,0,2104,1,2,8,61,0.25,0,0,0
1473,1065763127,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
329,1128281818,4,0,0,0,1,-0.170317577,70150.06952,0.860291252,3929.694707,-0.069723289,95164.5775,55.13772595,-0.446099906,0.61981273,-0.21266285,-28999.14823,-2.142657167,-0.752378312,-28999.16942,10999.49704,11001.41686,0.39407916,1.562292561,-2.248543492,1.695395031,-0.376786024,1.271078161,-2029.303184,-0.515116286,3,11,1,3,0,0,1,2,8,61,0.25,0,2,0
2005,434535004,4,7.5,0,1,1,0.213611464,0.127334264,0.006230406,0.137159338,0.4055797,-0.737704729,0.509946004,0.959657889,-0.891754492,1.749021877,0.409359022,-0.119765211,0.414124924,-0.322990705,10001.65325,9999.954821,-0.095367254,0.955488858,0.733613821,-0.83550055,-0.509370217,-1.261629139,0,-0.208721923,3,10,1,1000,0,9148,2,2,8,53,0.25,0,2,0
1714,816255640,4,9.666666667,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,9077,4,0,0,0,0,0,0,0
13,706925528,2,38.2,25,1,1,0.38732924,28019749.8,17958283.9,354766.9207,0.630534032,5868576.325,-61003.58295,0.743938469,-0.042228205,756733.1933,4655855.173,608704.5296,10788.74302,5257368.439,18076725.19,22491283.18,11824275.99,26537400.24,16754165.89,0.17061628,-0.528825876,3546908.665,5827960.369,1352449.049,3,11,1,150,0,5323,3,2,19,58,0.25,0,36.5,2.645751311
898,1099944224,4,5,6,1,1,-1.091007819,-1.18840087,0.538107341,-0.646316932,-0.167482184,-0.15688415,-0.210982328,0.18131737,-0.115775363,-0.419852099,0.534919408,-0.811635718,-0.088185631,-0.269289993,1.179335468,-0.246585558,0.621507247,1.662336254,-0.031523816,-0.904687363,0.104339422,1.001206923,0,0.531467705,17,11,0,0,0,0,0,2,19,55,0.25,0,2.666666667,0.577350269
172,85743647,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,1,100,0,0,0,0,0,0,0,0,0,0
261,24295028,4,0,0,1,1,0.201173375,-0.110756436,-0.153351181,-0.534174255,-0.756424988,25336.13762,-0.500394254,-0.713100367,2.019040669,-1.478493829,-25335.54723,0.193652462,0.881526846,-25335.86567,153017666.3,153017667,2.013467145,-1.026169047,0.877237987,0.184783055,0.509000164,-3998.927663,-32446.41689,0.093317475,1,11,1,10000,0,878,2,2,8,42,0.25,0,3,0
1940,894201174,4,5.25,2,1,1,1.21014238,-1.599066857,-0.078695463,-0.803887197,1.227596314,-0.33908259,-0.721916665,0.902987142,1.011388161,-2.426280218,0.617812799,-0.78221652,-1.043622442,-0.717104411,10000.59612,9999.475633,1.225651715,-0.061186578,0.204297036,1.944092613,0.621109725,-0.715394957,0,-1.178953461,3,10,1,0,0,0,2,0,8,192,0.25,2,2,0
2009,526601849,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,1,20000,0,11178,0,0,0,0,0,0,0,0
902,332704751,4,13.4,6.333333333,1,1,0.104541912,103249.7997,-0.212902514,-0.473536978,0.32909746,364413.2026,4737857.47,0.669597643,-0.037379181,147056.1333,-4888731.244,0.054010501,0.968856662,-4888730.986,22797722.87,23584054.1,0.603966447,5667.164101,-0.038960952,-0.99302875,-1.493868305,-6191749.698,-979671.1116,0.28742154,3,11,1,500,0,0,0,2,8,55,0.25,0,6.5,2.380476143
259,100724777,4,11.2,9,1,1,1.014663446,169000.2846,79148.96668,5557.140401,0.929443894,146332.3826,1.148690403,0.721013641,-0.743981291,0.077412154,-3506.366609,999.8932473,398000.2326,-321306.2002,17621199.31,17621199.99,52875.00876,152000.0033,1000.064177,-0.143878772,0.84306234,-523666.5014,-9535.738738,-0.477391313,5,9,1,3000,0,888,0,2,19,41,0.25,0,5.25,0.5
845,37575303,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,1,0,0,11779,0,0,0,0,0,0,0,0
139,323473633,4,0,0,0,1,1.15723647,1098000.318,-2.041791121,0.625710532,-0.581508466,21696.96763,166.0847323,0.433621257,-0.36665061,-0.172021084,-21862.64614,0.83365663,0.374493088,-21862.18075,-2.339834956,-0.28783535,0.022251921,1097999.451,-0.205178304,0.208587266,-0.557912219,-13499.71287,-65588.4422,13500.9408,5,11,1,2000,0,3843,0,2,19,67,0.25,1,1,0
320,974430232,4,0,0,1,1,1.209024837,0,0,0,4665.609392,406.2111119,0,0,0,0,-2738.261305,83.02006576,0,-2656.786511,493.4410558,493.8615972,0,0,0,0,0,0,-2656.997087,0,3,11,1,50,0,0,1,2,8,56,0.25,0,2,0
2001,1031716664,4,8.5,2,1,1,0.211149806,0.349868029,-0.017642512,-0.008790496,0.193397182,0.54009882,0.855527826,-0.86259525,0.099532502,0.363253316,-0.014137381,0.397831001,0.161999196,-0.55703986,10001000.24,10001000.54,0.431240081,0.652978422,-0.227175863,-0.288702968,-0.766605618,-1.284560906,0,-0.541324825,3,11,1,0,1,0,2,2,8,55,0.25,0,5.75,4.924428901
1609,705523585,4,7.25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0
1538,828831767,4,11.75,3,1,1,0.605025698,1139021.915,710481.1661,4001.29655,0.169726262,393917.9653,260.1428238,-0.164486937,0.935312763,-0.572642679,31613.05712,-0.159555188,1.015574751,31613.28533,811999.5175,812000.0101,352333.4562,1073366.051,574666.9509,0.055449207,-0.019795728,25946.43459,41227.67346,3095.731936,5,11,1,0,0,0,0,2,19,55,0.25,0,3,0
559,466789539,4,0,0,0,1,-0.570700748,-0.129782473,0.133600967,0.671830003,0.345325248,-0.641691157,-0.776641132,-0.85371903,0.291009312,-0.100994386,-0.352366932,0.539768921,-0.819325311,1.101247326,0.848261651,-0.182801205,-0.901765502,0.879012438,-0.262031284,-0.372853058,-1.031040715,1.007529064,0,-0.152282433,5,11,1,0,0,4988,1,0,19,211,0,2,5,0
140,231491791,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,1,0,0,0,0,0,0,0,0,0,0,0
113,803199349,4,8.75,9.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,1,0,9,8535,1,0,0,0,0,0,0,0
532,384974106,4,0,0,0,1,1.186927738,0,0,0,0,5346.423973,-1.076149209,0,0,0,-5341.98954,0,0,-5342.221309,22216.2026,22214.70589,0,0,0,0,0,0,-5074.44628,0,3,11,1,3,0,0,1,2,8,61,0.25,0,0,0
